admin0_code,date,cases,deaths
US,2020-04-19,750294,39585
US,2020-04-20,776787,41403
US,2020-04-21,802274,44160
US,2020-04-22,831049,46195
US,2020-04-23,862676,48010
US,2020-04-24,900097,50696
US,2020-04-25,934065,52666
US,2020-04-26,959548,53801
US,2020-04-27,982311,55183
US,2020-04-28,1006417,57430
US,2020-04-29,1034338,60022
US,2020-04-30,1063314,62141
US,2020-05-01,1096406,63954
US,2020-05-02,1126378,65525
US,2020-05-03,1151544,66906
US,2020-05-04,1173202,67901
US,2020-05-05,1197324,70378
US,2020-05-06,1220975,72972
US,2020-05-07,1248587,75012
US,2020-05-08,1275974,76678
US,2020-05-09,1301552,78188
US,2020-05-10,1321677,79061
US,2020-05-11,1339458,80001
US,2020-05-12,1360931,81654
US,2020-05-13,1381593,83362
US,2020-05-14,1408360,85145
US,2020-05-15,1433267,86617
US,2020-05-16,1457778,87763
US,2020-05-17,1476296,88555
US,2020-05-18,1497932,89588
US,2020-05-19,1518530,91130
US,2020-05-20,1540613,92632
US,2020-05-21,1566571,93976
US,2020-05-22,1590283,95204
US,2020-05-23,1612525,96304
US,2020-05-24,1633251,96954
US,2020-05-25,1652347,97628
US,2020-05-26,1670307,98293
US,2020-05-27,1690328,99686
US,2020-05-28,1712829,100863
US,2020-05-29,1737428,102103
US,2020-05-30,1760413,102950
US,2020-05-31,1779689,103542
US,2020-06-01,1801015,104192
US,2020-06-02,1821502,105489
US,2020-06-03,1840939,106483
US,2020-06-04,1862697,107460
US,2020-06-05,1891454,108551
US,2020-06-06,1914370,109327
US,2020-06-07,1932355,109731
US,2020-06-08,1949365,110285
US,2020-06-09,1967938,111249
US,2020-06-10,1988346,112155
US,2020-06-11,2010883,113030
US,2020-06-12,2036610,113797
US,2020-06-13,2062332,114528
US,2020-06-14,2082831,114864
US,2020-06-15,2101459,115267
US,2020-06-16,2125923,116035
US,2020-06-17,2150330,116814
US,2020-06-18,2177534,117510
US,2020-06-19,2208497,118255
US,2020-06-20,2240251,118816
US,2020-06-21,2267177,119080
US,2020-06-22,2296524,119446
US,2020-06-23,2331369,120264
US,2020-06-24,2366842,121015
US,2020-06-25,2405916,121628
US,2020-06-26,2451845,122259
US,2020-06-27,2494133,124634
US,2020-06-28,2534249,124894
US,2020-06-29,2573173,125214
US,2020-06-30,2619623,126518
US,2020-07-01,2669251,127219
US,2020-07-02,2724766,127922
US,2020-07-03,2778449,128475
US,2020-07-04,2823734,128734
US,2020-07-05,2865481,128954
US,2020-07-06,2918818,129330
US,2020-07-07,2975000,130244
US,2020-07-08,3032898,131095
US,2020-07-09,3095026,132070
US,2020-07-10,3164406,132900
US,2020-07-11,3224047,133559
US,2020-07-12,3282007,134019
US,2020-07-13,3337475,134356
US,2020-07-14,3405440,135260
US,2020-07-15,3470931,136151
US,2020-07-16,3551375,137061
US,2020-07-17,3619856,137923
US,2020-07-18,3686545,138832
US,2020-07-19,3747685,139228
US,2020-07-20,3806320,139651
US,2020-07-21,3874385,140663
US,2020-07-22,3940411,141675
US,2020-07-23,4008848,142753
US,2020-07-24,4082782,143967
US,2020-07-25,4147664,144632
US,2020-07-26,4202326,145063
US,2020-07-27,4260461,146719
US,2020-07-28,4324582,147042
US,2020-07-29,4389744,149317
US,2020-07-30,4460240,150572
US,2020-07-31,4526434,152018
US,2020-08-01,4587472,153143
US,2020-08-02,4629860,153517
US,2020-08-03,4679617,154100
US,2020-08-04,4732366,155431
US,2020-08-05,4786186,156722
US,2020-08-06,4842648,157977
US,2020-08-07,4904068,159324
US,2020-08-08,4956447,160298
US,2020-08-09,5004843,160957
US,2020-08-10,5047581,161417
US,2020-08-11,5104097,162819
US,2020-08-12,5158128,164272
US,2020-08-13,5210412,165457
US,2020-08-14,5267670,166618
US,2020-08-15,5318322,167766
US,2020-08-16,5356832,168327
US,2020-08-17,5397423,168816
US,2020-08-18,5438828,170074
US,2020-08-19,5484092,171392
US,2020-08-20,5527650,172515
US,2020-08-21,5575121,173661
US,2020-08-22,5620683,174678
US,2020-08-23,5652473,175121
US,2020-08-24,5689613,175562
US,2020-08-25,5728157,176735
US,2020-08-26,5773530,178193
US,2020-08-27,5819443,179313
US,2020-08-28,5864416,180309
US,2020-08-29,5907939,181265
US,2020-08-30,5941288,181682
US,2020-08-31,5977636,182169
